,f,x,y
0,24.012798293424353,3.999200026666311,0.07999466677333232
1,24.792937984074907,3.999200026666311,0.4788488291556774
2,26.657354709772758,3.999200026666311,0.8729184923234771
3,29.53172005917154,3.999200026666311,1.2582662424644708
4,33.3014421563751,3.999200026666311,1.6310418122382804
5,37.81623407741394,3.999200026666311,1.9875205513749465
6,42.896105315646,3.999200026666311,2.32414064214922
7,48.33853743526366,3.999200026666311,2.6375386878858924
8,53.92655784224547,3.999200026666311,2.924583318907583
9,59.43738979698318,3.999200026666311,3.182406480145464
10,64.65133381987727,3.999200026666311,3.4084320877974514
11,69.36052641628676,3.999200026666311,3.60040176870602
12,73.3772269381094,3.999200026666311,3.75639742527627
13,76.54130221097161,3.999200026666311,3.874860400473061
14,78.72661053856126,3.999200026666311,3.954607051406879
15,79.8460305739966,3.999200026666311,3.994840575902332
16,79.85493457299899,3.999200026666311,3.9951589738820963
17,78.7529675612264,3.999200026666311,3.955559064018806
18,76.58406148598021,3.999200026666311,3.8764365155218257
19,73.4346837881016,3.999200026666311,3.7585818947413
20,69.43039021796892,3.999200026666311,3.60317276609051
21,64.73081932394429,3.999200026666311,3.4117619262115055
22,59.523328167218935,3.999200026666311,3.186261888944347
23,54.01552298702286,3.999200026666311,2.9289257761210057
24,48.42698259500619,3.999200026666311,2.6423248051168042
25,42.98050446093954,3.999200026666311,2.329322598096329
26,37.89322248067256,3.999200026666311,1.9930465696473558
27,33.367950532911834,3.999200026666311,1.636856678688071
28,29.58509692989319,3.999200026666311,1.264311856868217
29,26.695472107284097,3.999200026666311,0.8791344489004695
30,24.814276288023564,3.999200026666311,0.4851730201225208
31,24.01650681296881,3.999200026666311,0.08636390290438561
32,24.333968233583107,3.999200026666311,-0.31330813388345763
33,25.75400436483401,3.999200026666311,-0.7098496993634388
34,28.220002847351694,3.999200026666311,-1.0992986812924943
35,31.633652103546392,3.999200026666311,-1.4777638341779067
36,35.858860709966784,3.999200026666311,-1.8414636593159917
37,40.72718293289165,3.999200026666311,-2.1867641882771456
38,46.04453412817218,3.999200026666311,-2.510215292317172
39,51.59892828352455,3.999200026666311,-2.8085851549232204
40,57.16892923187919,3.999200026666311,-3.0788925630560953
41,62.532478612579624,3.999200026666311,-3.3184366944454813
42,67.47574863747616,3.999200026666311,-3.5248241033132994
43,71.8016667300668,3.999200026666311,-3.695992634892749
44,75.33777218722393,3.999200026666311,-3.8302320297970835
45,77.94309164319672,3.999200026666311,-3.926201012366061
46,79.5137592328365,3.999200026666311,-3.982940692248981
47,79.98715739587256,3.999200026666311,-3.999884145320098
48,79.3444132414389,3.999200026666311,-3.9768620781970863
49,77.61115095067635,3.999200026666311,-3.914104519764555
50,74.85647022149216,3.999200026666311,-3.812238522801472
51,71.19019148166116,3.999200026666311,-3.6722818986770696
52,66.75847769492884,3.999200026666311,-3.4956330477160913
53,61.73800730489066,3.999200026666311,-3.284056986844992
54,56.3289306229869,3.999200026666311,-3.0396677141262463
55,50.74689046719665,3.999200026666311,-2.764907086388511
56,45.214425163384846,3.999200026666311,-2.462520421000351
57,39.95209664451058,3.999200026666311,-2.13552906556658
58,35.169697342383536,3.999200026666311,-1.7872002096217263
59,31.057886425445727,3.999200026666311,-1.421014239952174
60,23.678452711716975,3.971234543415465,0.07999466677333232
61,24.45859240236753,3.971234543415465,0.4788488291556774
62,26.32300912806538,3.971234543415465,0.8729184923234771
63,29.197374477464162,3.971234543415465,1.2582662424644708
64,32.96709657466772,3.971234543415465,1.6310418122382804
65,37.481888495706556,3.971234543415465,1.9875205513749465
66,42.561759733938615,3.971234543415465,2.32414064214922
67,48.00419185355628,3.971234543415465,2.6375386878858924
68,53.59221226053809,3.971234543415465,2.924583318907583
69,59.10304421527581,3.971234543415465,3.182406480145464
70,64.31698823816988,3.971234543415465,3.4084320877974514
71,69.02618083457938,3.971234543415465,3.60040176870602
72,73.04288135640202,3.971234543415465,3.75639742527627
73,76.20695662926423,3.971234543415465,3.874860400473061
74,78.3922649568539,3.971234543415465,3.954607051406879
75,79.51168499228922,3.971234543415465,3.994840575902332
76,79.52058899129162,3.971234543415465,3.9951589738820963
77,78.41862197951902,3.971234543415465,3.955559064018806
78,76.24971590427283,3.971234543415465,3.8764365155218257
79,73.10033820639421,3.971234543415465,3.7585818947413
80,69.09604463626154,3.971234543415465,3.60317276609051
81,64.3964737422369,3.971234543415465,3.4117619262115055
