,t,x
0,0.0,0.8832790791344398
1,0.01,1.0000752707201543
2,0.02,0.9203703290500291
3,0.03,0.9491907333333036
4,0.04,0.8180730127704197
5,0.05,1.093277045759578
6,0.06,0.9478263375568925
7,0.07,0.9956738356677136
8,0.08,0.9495864420382596
9,0.09,1.0451182125762501
10,0.1,0.770902464495076
11,0.11,0.9454136017204136
12,0.12,0.9378888677819947
13,0.13,0.9482763756895616
14,0.14,0.816647161687211
15,0.15,0.8628397379286367
16,0.16,0.6139477181557264
17,0.17,0.9131143397389823
18,0.18,0.7654635331578453
19,0.19,0.6512224065490664
20,0.2,0.7719986712327942
21,0.21,0.6066821242081235
22,0.22,0.657873624635038
23,0.23,0.5554491034547391
24,0.24,0.4295505766563614
25,0.25,0.5239546416464788
26,0.26,0.6397577435505768
27,0.27,0.23270494026650132
28,0.28,0.5744984277803462
29,0.29,0.37067150997551457
30,0.3,0.12955828769976302
31,0.31,0.37127010732928467
32,0.32,0.4046765688774054
33,0.33,0.20546807586086227
34,0.34,0.28955151389263123
35,0.35000000000000003,0.010933773255655505
36,0.36,0.005016767317451931
37,0.37,-0.06199535038094632
38,0.38,0.0542224821893299
39,0.39,-0.03885948548268752
40,0.4,0.1414515076429643
41,0.41000000000000003,0.07264559733317558
42,0.42,0.10331685645488327
43,0.43,-0.1487918475636704
44,0.44,-0.005847443583295225
45,0.45,-0.037339074536209965
46,0.46,-0.20834962853848815
47,0.47000000000000003,-0.34528986019879615
48,0.48,-0.239607856042599
49,0.49,-0.17720059957520515
50,0.5,-0.13846156019951894
51,0.51,-0.26573751188089545
52,0.52,-0.5480837280702926
53,0.53,-0.25560632446833714
54,0.54,-0.48606114434004427
55,0.55,-0.26942621735751693
56,0.56,-0.34916331709545956
57,0.5700000000000001,-0.40056099871388184
58,0.58,-0.4867890880528593
59,0.59,-0.6073864288613341
60,0.6,-0.4012997300113402
61,0.61,-0.7514780087551067
62,0.62,-0.6737060691801877
63,0.63,-0.7205388725109378
64,0.64,-0.420648697099808
65,0.65,-0.5243706504562926
66,0.66,-0.539920685141164
67,0.67,-0.8058342782193314
68,0.68,-0.6496951403890865
69,0.6900000000000001,-0.7620153671593939
70,0.7000000000000001,-0.7412674243184567
71,0.71,-0.7729109887558259
72,0.72,-0.6107237501240254
73,0.73,-0.8414115781685176
74,0.74,-0.8199121803341076
75,0.75,-0.5314120798293769
76,0.76,-0.6831661946214299
77,0.77,-0.6460933418782067
78,0.78,-0.7140775509319505
79,0.79,-0.47979916857919463
80,0.8,-0.7296146099826826
81,0.81,-0.5566281455213522
82,0.8200000000000001,-0.8250414412138805
83,0.8300000000000001,-0.45990461225754703
84,0.84,-0.5736466605815226
85,0.85,-0.7133622988780383
86,0.86,-0.6797862244537236
87,0.87,-0.64066151687545
88,0.88,-0.568899628633234
89,0.89,-0.5510916168078842
90,0.9,-0.4531375771669456
91,0.91,-0.404866935136135
92,0.92,-0.40579873808229694
93,0.93,-0.5647727985827588
94,0.9400000000000001,-0.6350136731604488
95,0.9500000000000001,-0.5327927287284436
96,0.96,-0.49018793556176743
97,0.97,-0.46512841814103656
98,0.98,-0.44645250971957023
99,0.99,-0.27220263062994815
100,1.0,-0.3462990193112977
101,1.01,-0.4442930280270555
102,1.02,-0.3265029274013919
103,1.03,-0.16575090142508875
104,1.04,-0.12379106713306845
105,1.05,-0.4062899074483226
106,1.06,-0.24043669219540226
107,1.07,-0.0781068515150666
108,1.08,-0.4179256936178991
109,1.09,-0.013130081431530383
110,1.1,-0.3513427835901658
111,1.11,-0.26982107402819455
112,1.12,-0.13569748958915137
113,1.1300000000000001,-0.050573436792350525
114,1.1400000000000001,-0.27969317297871776
115,1.1500000000000001,-0.08495709208880917
116,1.16,0.053515386927841406
117,1.17,0.010045543810377082
118,1.18,0.06729353766325809
119,1.19,0.1877984091336644
120,1.2,-0.10945482465821132
121,1.21,-0.005278604729399269
122,1.22,0.22050334598537452
123,1.23,-0.06426647388277473
124,1.24,0.15184269116667368
125,1.25,0.31914933347935437
126,1.26,0.31994938842754755
127,1.27,0.2036348030462581
128,1.28,0.37655309335447684
129,1.29,0.24236157119885549
130,1.3,0.43141141069108735
131,1.31,0.09120305931524075
132,1.32,0.17609940512829392
133,1.33,0.2791133642692454
134,1.34,0.18364721689704622
135,1.35,0.38336361291082544
136,1.36,0.5305798404934848
137,1.37,0.2672284522224165
138,1.3800000000000001,0.3389124500336875
139,1.3900000000000001,0.18204580089233802
140,1.4000000000000001,0.20732674332439524
141,1.41,0.44379875195223367
142,1.42,0.44631752561271876
143,1.43,0.5477685521238265
144,1.44,0.621544419975855
145,1.45,0.40456096414422044
146,1.46,0.5776157480512545
147,1.47,0.3322786286973067
148,1.48,0.5500131359937217
149,1.49,0.616332200549164
150,1.5,0.4455830863815086
151,1.51,0.44983491984393265
152,1.52,0.440201617728606
153,1.53,0.47247365610102027
154,1.54,0.4208584993809075
155,1.55,0.4776176952655053
156,1.56,0.33884546576719615
157,1.57,0.45204213132185933
158,1.58,0.471542130860917
159,1.59,0.48789863876605905
160,1.6,0.5722359998014888
161,1.61,0.43070779993118324
162,1.62,0.48882002290427046
163,1.6300000000000001,0.3753675368529737
164,1.6400000000000001,0.35644182974340505
165,1.6500000000000001,0.5751118354702249
166,1.6600000000000001,0.28111871110710196
167,1.67,0.23140783961753464
168,1.68,0.5420257451608229
169,1.69,0.38010116051708265
170,1.7,0.3512913980051477
171,1.71,0.254183195943732
172,1.72,0.2941706561795292
173,1.73,0.23125250162001726
174,1.74,0.4942398189964113
175,1.75,0.28822226377592075
176,1.76,0.3105417101256861
177,1.77,0.48531382060579076
178,1.78,0.20355269233377343
179,1.79,0.22349221746893105
180,1.8,0.4110989393584825
181,1.81,0.18748727695464967
182,1.82,0.30218168337014656
183,1.83,0.24505412663311793
184,1.84,0.36327145884738093
185,1.85,-0.02059072894607858
186,1.86,0.19631842400072416
187,1.87,-0.05339888519607458
188,1.8800000000000001,0.206820068870963
189,1.8900000000000001,0.27923698961457966
190,1.9000000000000001,-0.06259321861842193
191,1.9100000000000001,0.1863123098605991
192,1.92,0.2302623071644419
193,1.93,-0.03122020326155118
194,1.94,0.22894290875564524
195,1.95,0.08947915431241453
196,1.96,0.19181799077520298
197,1.97,0.013010091958023638
198,1.98,0.15608770063226746
199,1.99,-0.037937750310795895
200,2.0,0.0869454278274572
201,2.0100000000000002,-0.031299601260394654
202,2.02,-0.013532821513370152
203,2.0300000000000002,-0.17897612427647544
204,2.04,-0.09763366087608139
205,2.05,0.06674480271228599
206,2.06,-0.0747980895585626
207,2.07,-0.28954683088212524
208,2.08,-0.1042319609519526
209,2.09,-0.029107240052664407
210,2.1,-0.1546121455277004
211,2.11,-0.1256832850957174
212,2.12,-0.29179923042213657
213,2.13,-0.03337299869330501
214,2.14,-0.23985626821696968
215,2.15,-0.40865327464340623
216,2.16,-0.15644883921420222
217,2.17,-0.17341968829795895
218,2.18,-0.09820510017773057
219,2.19,-0.24530420639752162
220,2.2,-0.09309861539801265
221,2.21,-0.2821102768708514
222,2.22,-0.15334269620773625
223,2.23,-0.2469572150447302
224,2.24,-0.15440153138631524
225,2.25,-0.10177459206477424
226,2.2600000000000002,-0.49882299423789833
227,2.27,-0.43084461013434855
228,2.2800000000000002,-0.4430615110499878
229,2.29,-0.5023815658961802
230,2.3000000000000003,-0.18144988583535304
231,2.31,-0.43953586978895126
232,2.32,-0.20381153945267255
233,2.33,-0.404502514305068
234,2.34,-0.3508513079562754
235,2.35,-0.2467507254324168
236,2.36,-0.33259989921033106
237,2.37,-0.35644532098341125
238,2.38,-0.2139152399797312
239,2.39,-0.23245110724583762
240,2.4,-0.3575421927161147
241,2.41,-0.20178784631674307
242,2.42,-0.09576630596010902
243,2.43,-0.3414665368764272
244,2.44,-0.3856726825980464
245,2.45,-0.24291020486653608
246,2.46,-0.267249539447788
247,2.47,-0.41415469526538357
248,2.48,-0.40805383923493854
249,2.49,-0.051013339579976974
250,2.5,-0.407960205731257
251,2.5100000000000002,-0.0654078233688602
252,2.52,-0.255263520405829
253,2.5300000000000002,-0.1214026442762487
254,2.54,-0.32741073160793444
255,2.5500000000000003,-0.10602911182517039
256,2.56,-0.2341725508374567
257,2.57,-0.17625841956278057
258,2.58,-0.20223039369308246
259,2.59,-0.08778415676703843
260,2.6,-0.28838376012239164
261,2.61,-0.32091583357440634
262,2.62,-0.2499160209820259
263,2.63,-0.077231433133875
264,2.64,-0.04484532159634304
265,2.65,-0.20978888402092993
266,2.66,-0.1921051342297974
267,2.67,0.10757611738594351
268,2.68,-0.23671741342141278
269,2.69,-0.12886799489613157
270,2.7,-0.053208423341995444
271,2.71,-0.0659947700182976
272,2.72,0.051972470253445986
273,2.73,0.1299535287116368
274,2.74,0.020265281615164596
275,2.75,0.0891113470155449
276,2.7600000000000002,-0.06521932522744284
277,2.77,-0.08475070803202175
278,2.7800000000000002,-0.0752450312130243
279,2.79,0.13843890288419733
280,2.8000000000000003,0.20773985880749746
281,2.81,0.061156079907095054
282,2.82,0.2106159136613454
283,2.83,0.09226359217592288
284,2.84,-0.08812125751359166
285,2.85,-0.04574707742939235
286,2.86,0.18538297639311918
287,2.87,0.020461505654170473
288,2.88,0.2283793522199672
289,2.89,0.18086166674155732
290,2.9,0.10708627047152613
291,2.91,0.30603390623588
292,2.92,0.19935683505618793
293,2.93,0.20470906868960276
294,2.94,0.19753449944301685
295,2.95,0.3576487986589479
296,2.96,0.3677308696057459
297,2.97,0.37279689951644224
298,2.98,-0.001430192829323107
299,2.99,0.17062803332641022
300,3.0,0.08662477358968156
301,3.0100000000000002,0.04105497697502547
302,3.02,0.2288444240400032
303,3.0300000000000002,0.21528936845136087
304,3.04,0.23895632620000062
305,3.0500000000000003,0.37140676502324366
306,3.06,0.11587007200778672
307,3.0700000000000003,0.12360261320937432
308,3.08,0.3424074553651886
309,3.09,0.11918166339822425
310,3.1,0.09839921208973358
311,3.11,0.3800582966893787
312,3.12,0.21659937330473014
313,3.13,0.08684835636694078
314,3.14,0.07587696913253597
315,3.15,0.38928361376198717
316,3.16,0.33309630603821394
317,3.17,0.25403663449933217
318,3.18,0.3966441574417398
319,3.19,0.32748035821708016
320,3.2,0.22442813373910525
321,3.21,0.039847178430052865
322,3.22,0.0192597018981219
323,3.23,0.1292952185253455
324,3.24,0.32921335894373077
325,3.25,0.2991992996975272
326,3.2600000000000002,0.023686710666510652
327,3.27,0.027377560280563484
328,3.2800000000000002,0.12502907996428453
329,3.29,0.019538011440835223
330,3.3000000000000003,0.18114075159821957
331,3.31,-0.04608323708753145
332,3.3200000000000003,0.04548003784632093
333,3.33,0.01323434106438734
334,3.34,-0.060698507666937546
335,3.35,0.1942216547503949
336,3.36,-0.0606158946442788
337,3.37,-0.0396767475815252
338,3.38,-0.06573010267177
339,3.39,-0.007907796100855888
340,3.4,0.1052245127085325
341,3.41,0.2807831577255102
342,3.42,-0.03163554814369504
343,3.43,0.11117475906746588
344,3.44,-0.003010594326171054
345,3.45,0.015830636802415546
346,3.46,0.018510853661224076
347,3.47,0.15475000840011222
348,3.48,-0.1072383784405711
349,3.49,0.22528805392414492
350,3.5,0.08526190063713399
351,3.5100000000000002,0.1497195621425418
352,3.52,0.09172476592580153
353,3.5300000000000002,-0.08318294681350986
354,3.54,0.1563262559840686
355,3.5500000000000003,-0.14162440204767832
356,3.56,-0.1476864512843368
357,3.5700000000000003,0.03901851907135796
358,3.58,-0.1608938878257156
359,3.59,0.14975528933085017
360,3.6,0.02111945846924545
361,3.61,-0.2096153482590853
362,3.62,-0.1992530140195457
363,3.63,-0.07473252430977344
364,3.64,0.05809993585755807
365,3.65,0.062443297313287294
366,3.66,-0.1614644150849177
367,3.67,-0.2757018510681173
368,3.68,-0.05439549370904516
369,3.69,-0.2752603323292455
370,3.7,0.0308504062519986
371,3.71,-0.10579431035127308
372,3.72,0.01471251944650144
373,3.73,-0.08723702040998477
374,3.74,-0.03727404706322909
375,3.75,-0.2568485589239457
376,3.7600000000000002,-0.12758361956213188
377,3.77,-0.1415075731772065
378,3.7800000000000002,-0.2804470902651751
379,3.79,-0.11182208612605787
380,3.8000000000000003,-0.18800171707030067
381,3.81,-0.11903699297597015
382,3.8200000000000003,-0.32442368955948697
383,3.83,0.012379046662078064
384,3.84,-0.16558108138433
385,3.85,-0.04372725951229252
386,3.86,-0.2393968418254767
387,3.87,-0.27315503188356205
388,3.88,-0.18194999458309938
389,3.89,-0.058792944429059454
390,3.9,-0.017256408626056388
391,3.91,0.045779216218307134
392,3.92,-0.12682908944759202
393,3.93,-0.054484538258952
394,3.94,-0.026869966833523065
395,3.95,-0.2595993328681507
396,3.96,-0.09289007439223429
397,3.97,-0.31931057678914665
398,3.98,-0.18388858438391315
399,3.99,-0.1450983766010914
400,4.0,-0.2153642717985565
401,4.01,-0.0027896101430860687
402,4.0200000000000005,-0.031410205156033294
403,4.03,0.07071720260329323
404,4.04,-0.12806388386346135
405,4.05,-0.15639590223533628
406,4.0600000000000005,0.03172196147779925
407,4.07,-0.17434352328703528
408,4.08,-0.04401553615960752
409,4.09,-0.2745218324348092
410,4.1,-0.09261102557317805
411,4.11,-0.04861592765848392
412,4.12,-0.03173905147731965
413,4.13,-0.04235747023767343
414,4.14,0.0282961608403524
415,4.15,-0.021193828539483407
416,4.16,0.07157442082298499
417,4.17,-0.0233530216385468
418,4.18,0.008773798485937845
419,4.19,-0.24216594823700485
420,4.2,0.11903066575103108
421,4.21,-0.09769700810276338
422,4.22,0.09028617987203545
423,4.23,-0.006036948082374614
424,4.24,0.02218160333693603
425,4.25,-0.05386691623933883
426,4.26,0.0782520214136684
427,4.2700000000000005,-0.051963987416020256
428,4.28,-0.21554207952849722
429,4.29,0.008158247174194194
430,4.3,0.1684439164980986
431,4.3100000000000005,-0.033023577412079036
432,4.32,0.1534735439358749
433,4.33,-0.14017867380107973
434,4.34,-0.17618615952035924
435,4.3500000000000005,0.14573232855506915
436,4.36,-0.015116515661424294
437,4.37,0.12706866673380518
438,4.38,0.21269021379782727
439,4.39,0.07796843004937493
440,4.4,-0.1365202842221472
441,4.41,-0.12711733711583323
442,4.42,-0.1298002696298902
443,4.43,0.021827768179049422
444,4.44,-0.018869279090603035
445,4.45,0.1878106698898214
446,4.46,0.10197656139917777
447,4.47,-0.13073422564676396
448,4.48,-0.12124285273007185
449,4.49,0.008093082816687774
450,4.5,0.08366581517195429
451,4.51,0.043345711492267076
452,4.5200000000000005,0.2700298306911406
453,4.53,-0.015506068414133475
454,4.54,0.04940869345002419
455,4.55,0.010131578460355284
456,4.5600000000000005,0.22798442421583007
457,4.57,0.28471985942341804
458,4.58,0.10255398745069384
459,4.59,0.09355281911605426
460,4.6000000000000005,-0.10663837271097866
461,4.61,0.19871037507091127
462,4.62,0.24052383039382647
463,4.63,0.28064139405516086
464,4.64,0.03517853966608937
465,4.65,0.08807285502300484
466,4.66,0.28476562937999816
467,4.67,-0.03730925975136862
468,4.68,0.04482943385161589
469,4.69,0.2875453031940906
470,4.7,0.22741344123563356
471,4.71,-0.09193179117079373
472,4.72,0.21160211804480272
473,4.73,0.12240267025240102
474,4.74,0.06910753090654584
475,4.75,0.13798144708535784
476,4.76,-0.07705659261336488
477,4.7700000000000005,0.19149193088900143
478,4.78,-0.006877656843154792
479,4.79,0.16990131189489907
480,4.8,-0.011800894762956426
481,4.8100000000000005,-0.002484360180297976
482,4.82,0.030969803396104167
483,4.83,0.05123322846107308
484,4.84,-0.11723091888253849
485,4.8500000000000005,-0.0027461385379458497
486,4.86,0.04005882551352727
487,4.87,-0.08297466789580833
488,4.88,-0.09147665962832882
489,4.89,0.21355257335438635
490,4.9,0.24801300044681462
491,4.91,0.06999127384122322
492,4.92,-0.039832002230839096
493,4.93,-0.0037941911463061917
494,4.94,-0.02909776162345039
495,4.95,-0.12374794735832334
496,4.96,0.13981855322558462
497,4.97,0.2355165076655964
498,4.98,-0.0364249822474105
499,4.99,0.09665519304032907
